id,name,assign_on_pr,filter_domain_pr,assign_on_pa,filter_domain_pa,assign_on_po,filter_domain_po
pa_rule_05180,PA ภาควิชาฟิสิกส์,,,True,"[('requesting_department_id.code', 'in', ['05180'])]",,
pa_rule_05190,PA ภาควิชาคณิตศาสตร์,,,True,"[('requesting_department_id.code', 'in', ['05190'])]",,
pa_rule_05200,PA ภาควิชาวิทยาการคอมพิวเตอร์,,,True,"[('requesting_department_id.code', 'in', ['05200'])]",,
pa_rule_05210,PA ภาควิชาสถิติ,,,True,"[('requesting_department_id.code', 'in', ['05210'])]",,
pa_rule_05220,PA ภาควิชาชีววิทยา,,,True,"[('requesting_department_id.code', 'in', ['05220'])]",,
pa_rule_05230,PA ภาควิชาเคมี,,,True,"[('requesting_department_id.code', 'in', ['05230'])]",,
pa_rule_05240,PA ศูนย์วิเคราะห์ข้อมูลดิจิทัลอัจฉริยะพระจอมเกล้าลาดกระบัง,,,True,"[('requesting_department_id.code', 'in', ['05240'])]",,
pa_rule_06,PA คณะเทคโนโลยีสารสนเทศ,,,True,"[('requesting_department_id.code', 'in', ['06'])]",,
pa_rule_06030,PA ส่วนสนับสนุนวิชาการ,,,True,"[('requesting_department_id.code', 'in', ['06030'])]",,
pa_rule_06040,PA สาขาวิชาเทคโนโลยีสารสนเทศ,,,True,"[('requesting_department_id.code', 'in', ['06040'])]",,
pa_rule_06050,PA ศูนย์ความเป็นเลิศทางเทคโนโลยีเชิงลึก,,,True,"[('requesting_department_id.code', 'in', ['06050'])]",,
pa_rule_08,PA สำนักทะเบียนและบริการการศึกษา,,,True,"[('requesting_department_id.code', 'in', ['08'])]",,
pa_rule_09,PA สำนักบริหารข้อมูลดิจิทัลพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,,,True,"[('requesting_department_id.code', 'in', ['09'])]",,
pa_rule_10,PA สำนักการเรียนรู้ตลอดชีวิตพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,,,True,"[('requesting_department_id.code', 'in', ['10'])]",,
pa_rule_11,PA วิทยาเขตชุมพรเขตรอุดมศักดิ์,,,True,"[('requesting_department_id.code', 'in', ['11'])]",,
pa_rule_11080,PA ส่วนบริหารงานทั่วไป,,,True,"[('requesting_department_id.code', 'in', ['11080'])]",,
pa_rule_11090,PA ส่วนวิทยบริการ,,,True,"[('requesting_department_id.code', 'in', ['11090'])]",,
pa_rule_11100,PA ส่วนบริหารธุรกิจ,,,True,"[('requesting_department_id.code', 'in', ['11100'])]",,
pa_rule_11140,PA ภาควิชาพื้นฐานทั่วไป,,,True,"[('requesting_department_id.code', 'in', ['11140'])]",,
pa_rule_11150,PA ภาควิชาวิศวกรรมศาสตร์,,,True,"[('requesting_department_id.code', 'in', ['11150'])]",,
pa_rule_11160,PA ภาควิชาเทคโนโลยีการเกษตร,,,True,"[('requesting_department_id.code', 'in', ['11160'])]",,
pa_rule_17,PA คณะอุตสาหกรรมอาหาร,,,True,"[('requesting_department_id.code', 'in', ['17'])]",,
pa_rule_17030,PA ส่วนสนับสนุนวิชาการ,,,True,"[('requesting_department_id.code', 'in', ['17030'])]",,
pa_rule_17040,PA สาขาวิชาอุตสาหกรรมเกษตร,,,True,"[('requesting_department_id.code', 'in', ['17040'])]",,
pa_rule_17050,PA สาขาวิชาเทคโนโลยีการหมัก,,,True,"[('requesting_department_id.code', 'in', ['17050'])]",,
pa_rule_17060,PA สาขาวิชาวิศวกรรมแปรรูปอาหาร,,,True,"[('requesting_department_id.code', 'in', ['17060'])]",,
pa_rule_17070,PA ศูนย์วิจัยและพัฒนาอุตสาหกรรมอาหาร,,,True,"[('requesting_department_id.code', 'in', ['17070'])]",,
pa_rule_17080,PA ศูนย์ห้องปฏิบัติการกลาง,,,True,"[('requesting_department_id.code', 'in', ['17080'])]",,
pa_rule_31,PA วิทยาลัยเทคโนโลยีและนวัตกรรมวัสดุ,,,True,"[('requesting_department_id.code', 'in', ['31'])]",,
pa_rule_31020,PA ศูนย์วิจัยร่วมภาครัฐและเอกชน,,,True,"[('requesting_department_id.code', 'in', ['31020'])]",,
pa_rule_31030,PA ส่วนสนับสนุนวิชาการ,,,True,"[('requesting_department_id.code', 'in', ['31030'])]",,
pa_rule_31040,PA ศูนย์วิจัยนาโนเทคโนโลยีเพื่อการเกษตร,,,True,"[('requesting_department_id.code', 'in', ['31040'])]",,
pa_rule_31050,PA ภาควิชานาโนวิทยาและนาโนเทคโนโลยี,,,True,"[('requesting_department_id.code', 'in', ['31050'])]",,
pa_rule_32,PA วิทยาลัยนวัตกรรมการผลิตขั้นสูง,,,True,"[('requesting_department_id.code', 'in', ['32'])]",,
pa_rule_32020,PA ศูนย์วิจัยร่วมภาครัฐและเอกชน,,,True,"[('requesting_department_id.code', 'in', ['32020'])]",,
pa_rule_32030,PA ส่วนสนับสนุนวิชาการ,,,True,"[('requesting_department_id.code', 'in', ['32030'])]",,
pa_rule_32040,PA ภาควิชาเทคโนโลยีระบบการผลิต,,,True,"[('requesting_department_id.code', 'in', ['32040'])]",,
pa_rule_33,PA สำนักงานสภาสถาบัน,,,True,"[('requesting_department_id.code', 'in', ['33'])]",,
pa_rule_33030,PA งานบริหารงานทั่วไป,,,True,"[('requesting_department_id.code', 'in', ['33030'])]",,
pa_rule_33040,PA งานประชุม สรรหาและแต่งตั้ง,,,True,"[('requesting_department_id.code', 'in', ['33040'])]",,
pa_rule_33050,PA งานวิเคราะห์ ติดตามนโยบายและประเมินผล,,,True,"[('requesting_department_id.code', 'in', ['33050'])]",,
pa_rule_33060,PA งานตรวจสอบ,,,True,"[('requesting_department_id.code', 'in', ['33060'])]",,
pa_rule_34,PA วิทยาลัยนานาชาติ,,,True,"[('requesting_department_id.code', 'in', ['34'])]",,
pa_rule_36,PA คณะบริหารธุรกิจ,,,True,"[('requesting_department_id.code', 'in', ['36'])]",,
pa_rule_36010,PA ส่วนสนับสนุนวิชาการ,,,True,"[('requesting_department_id.code', 'in', ['36010'])]",,
pa_rule_36060,PA ศูนย์บริการวิชาการด้านการบริหารธุรกิจและการจัดการ,,,True,"[('requesting_department_id.code', 'in', ['36060'])]",,
pa_rule_36090,PA สาขาวิชาบริหารธุรกิจและเศรษฐศาสตร์,,,True,"[('requesting_department_id.code', 'in', ['36090'])]",,
pa_rule_37,PA สำนักวิชาศึกษาทั่วไป,,,True,"[('requesting_department_id.code', 'in', ['37'])]",,
pa_rule_38,PA คณะแพทยศาสตร์,,,True,"[('requesting_department_id.code', 'in', ['38'])]",,
pa_rule_38010,PA ส่วนสนับสนุนวิชาการ,,,True,"[('requesting_department_id.code', 'in', ['38010'])]",,
pa_rule_38020,PA สาขาวิชาแพทยศาสตร์,,,True,"[('requesting_department_id.code', 'in', ['38020'])]",,
pa_rule_38030,PA ศูนย์บริการทางการแพทย์,,,True,"[('requesting_department_id.code', 'in', ['38030'])]",,
pa_rule_38040,PA ศูนย์วิจัยและนวัตกรรมแพทย์ สจล.โรงพยาบาลสิรินธร,,,True,"[('requesting_department_id.code', 'in', ['38040'])]",,
pa_rule_39,PA วิทยาลัยการจัดการนวัตกรรมและอุตสาหกรรม,,,True,"[('requesting_department_id.code', 'in', ['39'])]",,
pa_rule_39010,PA สำนักงานวิทยาลัยวิจัยนวัตกรรมทางการศึกษา,,,True,"[('requesting_department_id.code', 'in', ['39010'])]",,
pa_rule_39020,PA ภาควิชาการศึกษาขั้นพื้นฐาน,,,True,"[('requesting_department_id.code', 'in', ['39020'])]",,
pa_rule_39030,PA ภาควิชาวิจัยและพัฒนานวัตกรรม,,,True,"[('requesting_department_id.code', 'in', ['39030'])]",,
pa_rule_39050,PA ศูนย์วิจัยนวัตกรรมทางการศึกษา,,,True,"[('requesting_department_id.code', 'in', ['39050'])]",,
pa_rule_40,PA วิทยาลัยอุตสาหกรรมการบินนานาชาติ,,,True,"[('requesting_department_id.code', 'in', ['40'])]",,
pa_rule_40010,PA ส่วนสนับสนุนวิชาการ,,,True,"[('requesting_department_id.code', 'in', ['40010'])]",,
pa_rule_40020,PA ภาควิชาวิศวกรรมการบิน,,,True,"[('requesting_department_id.code', 'in', ['40020'])]",,
pa_rule_40030,PA ภาควิชานวัตกรรมการจัดการอุตสาหกรรมการบินและการบริการ,,,True,"[('requesting_department_id.code', 'in', ['40030'])]",,
pa_rule_40040,PA ศูนย์นวัตกรรมการบินและบริการ,,,True,"[('requesting_department_id.code', 'in', ['40040'])]",,
pa_rule_41,PA คณะศิลปศาสตร์,,,True,"[('requesting_department_id.code', 'in', ['41'])]",,
pa_rule_41010,PA ส่วนสนับสนุนวิชาการ,,,True,"[('requesting_department_id.code', 'in', ['41010'])]",,
pa_rule_41020,PA ภาควิชาภาษา,,,True,"[('requesting_department_id.code', 'in', ['41020'])]",,
pa_rule_41030,PA ภาควิชามนุษยศาสตร์และสังคมศาสตร์,,,True,"[('requesting_department_id.code', 'in', ['41030'])]",,
pa_rule_41040,PA ศูนย์ภาษาพระจอมเกล้าลาดกระบัง,,,True,"[('requesting_department_id.code', 'in', ['41040'])]",,
pa_rule_42,PA วิทยาลัยวิศวกรรมสังคีต,,,True,"[('requesting_department_id.code', 'in', ['42'])]",,
pa_rule_42010,PA ส่วนสนับสนุนวิชาการ,,,True,"[('requesting_department_id.code', 'in', ['42010'])]",,
pa_rule_42020,PA สาขาวิชาวิศวกรรมดนตรีและสื่อประสม,,,True,"[('requesting_department_id.code', 'in', ['42020'])]",,
pa_rule_42030,PA สาขาวิชาวิศวกรรมเสียงและการออกแบบ,,,True,"[('requesting_department_id.code', 'in', ['42030'])]",,
pa_rule_42040,PA ศูนย์วิจัยและพัฒนานวัตกรรม,,,True,"[('requesting_department_id.code', 'in', ['42040'])]",,
pa_rule_43,PA สำนักวิจัยนวัตกรรมเมืองอัจฉริยะ,,,True,"[('requesting_department_id.code', 'in', ['43'])]",,
pa_rule_44,PA โรงพยาบาลพระจอมเกล้าเจ้าคุณทหาร,,,True,"[('requesting_department_id.code', 'in', ['44'])]",,
pa_rule_44010,PA ส่วนบริหารงานทั่วไป,,,True,"[('requesting_department_id.code', 'in', ['44010'])]",,
pa_rule_44020,PA ฝ่ายบริการทางการแพทย์,,,True,"[('requesting_department_id.code', 'in', ['44020'])]",,
pa_rule_45,PA คณะทันตแพทยศาสตร์,,,True,"[('requesting_department_id.code', 'in', ['45'])]",,
pa_rule_45010,PA ส่วนสนับสนุนวิชาการ,,,True,"[('requesting_department_id.code', 'in', ['45010'])]",,
pa_rule_45020,PA สาขาวิชาทันตแพทยศาสตร์,,,True,"[('requesting_department_id.code', 'in', ['45020'])]",,
pa_rule_45030,PA ศูนย์วิจัยและนวัตกรรมทางทันตแพทย์,,,True,"[('requesting_department_id.code', 'in', ['45030'])]",,
pa_rule_45040,PA ศูนย์บริการทางทันตกรรม,,,True,"[('requesting_department_id.code', 'in', ['45040'])]",,
pa_rule_46,PA 42 บางกอก,,,True,"[('requesting_department_id.code', 'in', ['46'])]",,
pa_rule_47,PA คณะพยาบาลศาสตร์,,,True,"[('requesting_department_id.code', 'in', ['47'])]",,
pa_rule_47010,PA ส่วนสนับสนุนวิชาการ,,,True,"[('requesting_department_id.code', 'in', ['47010'])]",,
pa_rule_47020,PA สาขาวิชาพยาบาลศาสตร์,,,True,"[('requesting_department_id.code', 'in', ['47020'])]",,
pa_rule_48,PA คณะเทคโนโลยีนวัตกรรมบูรณาการ,,,True,"[('requesting_department_id.code', 'in', ['48'])]",,
pa_rule_48010,PA ภาควิชาเทคโนโลยีระบบการผลิต,,,True,"[('requesting_department_id.code', 'in', ['48010'])]",,
pa_rule_48020,PA ภาควิชานาโนวิทยาและนาโนเทคโนโลยี,,,True,"[('requesting_department_id.code', 'in', ['48020'])]",,
pa_rule_48060,PA ส่วนสนับสนุนวิชาการ,,,True,"[('requesting_department_id.code', 'in', ['48060'])]",,
pa_rule_89,PA สำนักงานอธิการบดี,,,True,"[('requesting_department_id.code', 'in', ['89'])]",,
pa_rule_89310,PA สำนักงานบริหารวิชาการและคุณภาพการศึกษา,,,True,"[('requesting_department_id.code', 'in', ['89310'])]",,
pa_rule_89320,PA สำนักงานกิจการต่างประเทศ,,,True,"[('requesting_department_id.code', 'in', ['89320'])]",,
pa_rule_89330,PA สำนักงานกิจการนักศึกษาและศิษย์เก่าสัมพันธ์,,,True,"[('requesting_department_id.code', 'in', ['89330'])]",,
pa_rule_89340,PA สำนักงานบริหารยุทธศาสตร์,,,True,"[('requesting_department_id.code', 'in', ['89340'])]",,
pa_rule_89350,PA สำนักงานนิติการ,,,True,"[('requesting_department_id.code', 'in', ['89350'])]",,
pa_rule_89360,PA สำนักงานบริหารงานทั่วไปและกิจการพิเศษ,,,True,"[('requesting_department_id.code', 'in', ['89360'])]",,
pa_rule_89370,PA สำนักงานบริหารทรัพยากรบุคคล,,,True,"[('requesting_department_id.code', 'in', ['89370'])]",,
pa_rule_89380,PA สำนักงานคลัง,,,True,"[('requesting_department_id.code', 'in', ['89380'])]",,
pa_rule_89390,PA สำนักงานบริหารทรัพยากรกายภาพและสิ่งแวดล้อม,,,True,"[('requesting_department_id.code', 'in', ['89390'])]",,
pa_rule_89400,PA สำนักงานพัสดุ,,,True,"[('requesting_department_id.code', 'in', ['89400'])]",,
pa_rule_89410,PA สำนักงานบริหารทรัพย์สิน,,,True,"[('requesting_department_id.code', 'in', ['89410'])]",,
pa_rule_89420,PA โรงเรียนสาธิตนานาชาติ สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,,,True,"[('requesting_department_id.code', 'in', ['89420'])]",,
pa_rule_89430,PA สถาบันโคเซ็นแห่งสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,,,True,"[('requesting_department_id.code', 'in', ['89430'])]",,
pa_rule_89430-True,PA สาขาวิชาวิศวกรรมแมคคาทรอนิกส์,,,True,"[('requesting_department_id.code', 'in', ['89430-True'])]",,
pa_rule_89430-2,PA สาขาวิชาวิศวกรรมคอมพิวเตอร์,,,True,"[('requesting_department_id.code', 'in', ['89430-2'])]",,
pa_rule_89430-3,PA สาขาวิชาวิศกรรมไฟฟ้าและอิเล็กทรอนิกส์,,,True,"[('requesting_department_id.code', 'in', ['89430-3'])]",,
pa_rule_89430-4,PA สาขาวิชาวิศวกรรมนวัตกรรมชั้นสูง (ต่อเนื่อง),,,True,"[('requesting_department_id.code', 'in', ['89430-4'])]",,
pa_rule_89430-5,PA สาขาวิชาคณิตศาสตร์และวิทยาศาสตร์,,,True,"[('requesting_department_id.code', 'in', ['89430-5'])]",,
pa_rule_89430-6,PA สาขาวิชาศึกษาทั่วไป,,,True,"[('requesting_department_id.code', 'in', ['89430-6'])]",,
pa_rule_89430-7,PA ศูนย์บริการวิชาการ KOSEN-KMITL,,,True,"[('requesting_department_id.code', 'in', ['89430-7'])]",,
pa_rule_89430-8,PA ส่วนสนับสนุนวิชาการ,,,True,"[('requesting_department_id.code', 'in', ['89430-8'])]",,
pa_rule_89440,PA สำนักงานบริหารวารสารวิชาการ,,,True,"[('requesting_department_id.code', 'in', ['89440'])]",,
pa_rule_89450,PA สำนักงานสื่อสารองค์กร,,,True,"[('requesting_department_id.code', 'in', ['89450'])]",,
pa_rule_99,PA สำนักบริหารงานวิจัยและนวัตกรรมพระจอมเกล้าลาดกระบัง,,,True,"[('requesting_department_id.code', 'in', ['99'])]",,
pa_rule_99040,PA งานบริการวิชาการ,,,True,"[('requesting_department_id.code', 'in', ['99040'])]",,
pa_rule_99060,PA งานบริหารงานวิจัย,,,True,"[('requesting_department_id.code', 'in', ['99060'])]",,
pa_rule_99070,PA งานจัดการทรัพย์สินทางปัญญา,,,True,"[('requesting_department_id.code', 'in', ['99070'])]",,
pa_rule_99080,PA งานส่งเสริมและสนับสนุนนโยบายภาครัฐและเอกชนเชิงรุก,,,True,"[('requesting_department_id.code', 'in', ['99080'])]",,
po_rule_01,PO คณะวิศวกรรมศาสตร์,,,,,True,"[('department_id.code', 'in', ['01'])]"
po_rule_01030,PO ภาควิชาวิศวกรรมเกษตร,,,,,True,"[('department_id.code', 'in', ['01030'])]"
po_rule_01040,PO ภาควิชาวิศวกรรมคอมพิวเตอร์,,,,,True,"[('department_id.code', 'in', ['01040'])]"
po_rule_01050,PO ภาควิชาวิศวกรรมเคมี,,,,,True,"[('department_id.code', 'in', ['01050'])]"
po_rule_01060,PO ภาควิชาวิศวกรรมเครื่องกล,,,,,True,"[('department_id.code', 'in', ['01060'])]"
po_rule_01070,PO ภาควิชาวิศวกรรมโทรคมนาคม,,,,,True,"[('department_id.code', 'in', ['01070'])]"
po_rule_01080,PO ภาควิชาวิศวกรรมไฟฟ้า,,,,,True,"[('department_id.code', 'in', ['01080'])]"
po_rule_01090,PO ภาควิชาวิศวกรรมโยธา,,,,,True,"[('department_id.code', 'in', ['01090'])]"
po_rule_01120,PO ภาควิชาวิศวกรรมอาหาร,,,,,True,"[('department_id.code', 'in', ['01120'])]"
po_rule_01130,PO ภาควิชาวิศวกรรมอิเล็กทรอนิกส์,,,,,True,"[('department_id.code', 'in', ['01130'])]"
po_rule_01160,PO ภาควิชาวิศวกรรมอุตสาหการ,,,,,True,"[('department_id.code', 'in', ['01160'])]"
po_rule_01170,PO ส่วนสนับสนุนวิชาการ,,,,,True,"[('department_id.code', 'in', ['01170'])]"
po_rule_01280,PO ภาควิชาวิศวกรรมการวัดและควบคุม,,,,,True,"[('department_id.code', 'in', ['01280'])]"
po_rule_01290,PO ภาควิชาวิศวกรรมชีวการแพทย์,,,,,True,"[('department_id.code', 'in', ['01290'])]"
po_rule_01300,PO ศูนย์พัฒนานวัตกรรมและบริการทางวิศวกรรม,,,,,True,"[('department_id.code', 'in', ['01300'])]"
po_rule_01310,PO สำนักงานบริหารหลักสูตรวิศวกรรมสหวิทยาการนานาชาติ,,,,,True,"[('department_id.code', 'in', ['01310'])]"
po_rule_01320,PO ภาควิชาวิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์,,,,,True,"[('department_id.code', 'in', ['01320'])]"
po_rule_02,PO คณะสถาปัตยกรรม ศิลปะและการออกแบบ,,,,,True,"[('department_id.code', 'in', ['02'])]"
po_rule_02020,PO ภาควิชาศิลปอุตสาหกรรม,,,,,True,"[('department_id.code', 'in', ['02020'])]"
po_rule_02040,PO ภาควิชาสถาปัตยกรรมภายใน,,,,,True,"[('department_id.code', 'in', ['02040'])]"
po_rule_02050,PO ภาควิชานิเทศศิลป์,,,,,True,"[('department_id.code', 'in', ['02050'])]"
po_rule_02090,PO ส่วนสนับสนุนวิชาการ,,,,,True,"[('department_id.code', 'in', ['02090'])]"
po_rule_02130,PO ภาควิชาสถาปัตยกรรมและการวางแผน,,,,,True,"[('department_id.code', 'in', ['02130'])]"
po_rule_02140,PO ภาควิชาศิลปกรรม,,,,,True,"[('department_id.code', 'in', ['02140'])]"
po_rule_02160,PO ศูนย์บูรณาการเทคโนโลยีเพื่อการแก้ไขปัญหาประเทศ,,,,,True,"[('department_id.code', 'in', ['02160'])]"
po_rule_02180,PO ศูนย์วิจัยและการออกแบบงานสร้างสรรค์,,,,,True,"[('department_id.code', 'in', ['02180'])]"
po_rule_02200,PO สำนักงานบริหารหลักสูตรสถาปัตยกรรมสหวิทยาการนานาชาติ,,,,,True,"[('department_id.code', 'in', ['02200'])]"
po_rule_03,PO คณะครุศาสตร์อุตสาหกรรมและเทคโนโลยี,,,,,True,"[('department_id.code', 'in', ['03'])]"
po_rule_03020,PO ภาควิชาครุศาสตร์อุตสาหกรรม,,,,,True,"[('department_id.code', 'in', ['03020'])]"
po_rule_03040,PO ภาควิชาครุศาสตร์เกษตร,,,,,True,"[('department_id.code', 'in', ['03040'])]"
po_rule_03050,PO ภาควิชาครุศาสตร์วิศวกรรม,,,,,True,"[('department_id.code', 'in', ['03050'])]"
po_rule_03070,PO ส่วนสนับสนุนวิชาการ,,,,,True,"[('department_id.code', 'in', ['03070'])]"
po_rule_03130,PO ศูนย์นวัตกรรมและเทคโนโลยีทางการศึกษา,,,,,True,"[('department_id.code', 'in', ['03130'])]"
po_rule_03140,PO ภาควิชาครุศาสตร์สถาปัตยกรรมและการออกแบบ,,,,,True,"[('department_id.code', 'in', ['03140'])]"
po_rule_03150,PO สำนักงานนานาชาติครุศาสตร์อุตสาหกรรมและเทคโนโลยี,,,,,True,"[('department_id.code', 'in', ['03150'])]"
po_rule_04,PO คณะเทคโนโลยีการเกษตร,,,,,True,"[('department_id.code', 'in', ['04'])]"
po_rule_04040,PO ภาควิชาเทคโนโลยีการผลิตพืช,,,,,True,"[('department_id.code', 'in', ['04040'])]"
po_rule_04110,PO ส่วนสนับสนุนวิชาการ,,,,,True,"[('department_id.code', 'in', ['04110'])]"
po_rule_04150,PO ศูนย์วิจัยร่วมภาครัฐและเอกชน,,,,,True,"[('department_id.code', 'in', ['04150'])]"
po_rule_04160,PO ภาควิชาเทคโนโลยีการผลิตสัตว์และประมง,,,,,True,"[('department_id.code', 'in', ['04160'])]"
po_rule_04170,PO ภาควิชานวัตกรรมการสื่อสารและพัฒนาการเกษตร,,,,,True,"[('department_id.code', 'in', ['04170'])]"
po_rule_04180,PO สำนักงานบริหารหลักสูตรสหวิทยาการเทคโนโลยีการเกษตร,,,,,True,"[('department_id.code', 'in', ['04180'])]"
po_rule_05,PO คณะวิทยาศาสตร์,,,,,True,"[('department_id.code', 'in', ['05'])]"
po_rule_05100,PO ส่วนสนับสนุนวิชาการ,,,,,True,"[('department_id.code', 'in', ['05100'])]"
po_rule_05170,PO ศูนย์เครื่องมือวิทยาศาสตร์,,,,,True,"[('department_id.code', 'in', ['05170'])]"
po_rule_05180,PO ภาควิชาฟิสิกส์,,,,,True,"[('department_id.code', 'in', ['05180'])]"
po_rule_05190,PO ภาควิชาคณิตศาสตร์,,,,,True,"[('department_id.code', 'in', ['05190'])]"
po_rule_05200,PO ภาควิชาวิทยาการคอมพิวเตอร์,,,,,True,"[('department_id.code', 'in', ['05200'])]"
po_rule_05210,PO ภาควิชาสถิติ,,,,,True,"[('department_id.code', 'in', ['05210'])]"
po_rule_05220,PO ภาควิชาชีววิทยา,,,,,True,"[('department_id.code', 'in', ['05220'])]"
po_rule_05230,PO ภาควิชาเคมี,,,,,True,"[('department_id.code', 'in', ['05230'])]"
po_rule_05240,PO ศูนย์วิเคราะห์ข้อมูลดิจิทัลอัจฉริยะพระจอมเกล้าลาดกระบัง,,,,,True,"[('department_id.code', 'in', ['05240'])]"
po_rule_06,PO คณะเทคโนโลยีสารสนเทศ,,,,,True,"[('department_id.code', 'in', ['06'])]"
po_rule_06030,PO ส่วนสนับสนุนวิชาการ,,,,,True,"[('department_id.code', 'in', ['06030'])]"
po_rule_06040,PO สาขาวิชาเทคโนโลยีสารสนเทศ,,,,,True,"[('department_id.code', 'in', ['06040'])]"
po_rule_06050,PO ศูนย์ความเป็นเลิศทางเทคโนโลยีเชิงลึก,,,,,True,"[('department_id.code', 'in', ['06050'])]"
po_rule_08,PO สำนักทะเบียนและบริการการศึกษา,,,,,True,"[('department_id.code', 'in', ['08'])]"
po_rule_09,PO สำนักบริหารข้อมูลดิจิทัลพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,,,,,True,"[('department_id.code', 'in', ['09'])]"
po_rule_10,PO สำนักการเรียนรู้ตลอดชีวิตพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,,,,,True,"[('department_id.code', 'in', ['10'])]"
po_rule_11,PO วิทยาเขตชุมพรเขตรอุดมศักดิ์,,,,,True,"[('department_id.code', 'in', ['11'])]"
po_rule_11080,PO ส่วนบริหารงานทั่วไป,,,,,True,"[('department_id.code', 'in', ['11080'])]"
po_rule_11090,PO ส่วนวิทยบริการ,,,,,True,"[('department_id.code', 'in', ['11090'])]"
po_rule_11100,PO ส่วนบริหารธุรกิจ,,,,,True,"[('department_id.code', 'in', ['11100'])]"
po_rule_11140,PO ภาควิชาพื้นฐานทั่วไป,,,,,True,"[('department_id.code', 'in', ['11140'])]"
po_rule_11150,PO ภาควิชาวิศวกรรมศาสตร์,,,,,True,"[('department_id.code', 'in', ['11150'])]"
po_rule_11160,PO ภาควิชาเทคโนโลยีการเกษตร,,,,,True,"[('department_id.code', 'in', ['11160'])]"
po_rule_17,PO คณะอุตสาหกรรมอาหาร,,,,,True,"[('department_id.code', 'in', ['17'])]"
po_rule_17030,PO ส่วนสนับสนุนวิชาการ,,,,,True,"[('department_id.code', 'in', ['17030'])]"
po_rule_17040,PO สาขาวิชาอุตสาหกรรมเกษตร,,,,,True,"[('department_id.code', 'in', ['17040'])]"
po_rule_17050,PO สาขาวิชาเทคโนโลยีการหมัก,,,,,True,"[('department_id.code', 'in', ['17050'])]"
po_rule_17060,PO สาขาวิชาวิศวกรรมแปรรูปอาหาร,,,,,True,"[('department_id.code', 'in', ['17060'])]"
po_rule_17070,PO ศูนย์วิจัยและพัฒนาอุตสาหกรรมอาหาร,,,,,True,"[('department_id.code', 'in', ['17070'])]"
po_rule_17080,PO ศูนย์ห้องปฏิบัติการกลาง,,,,,True,"[('department_id.code', 'in', ['17080'])]"
po_rule_31,PO วิทยาลัยเทคโนโลยีและนวัตกรรมวัสดุ,,,,,True,"[('department_id.code', 'in', ['31'])]"
po_rule_31020,PO ศูนย์วิจัยร่วมภาครัฐและเอกชน,,,,,True,"[('department_id.code', 'in', ['31020'])]"
po_rule_31030,PO ส่วนสนับสนุนวิชาการ,,,,,True,"[('department_id.code', 'in', ['31030'])]"
po_rule_31040,PO ศูนย์วิจัยนาโนเทคโนโลยีเพื่อการเกษตร,,,,,True,"[('department_id.code', 'in', ['31040'])]"
po_rule_31050,PO ภาควิชานาโนวิทยาและนาโนเทคโนโลยี,,,,,True,"[('department_id.code', 'in', ['31050'])]"
po_rule_32,PO วิทยาลัยนวัตกรรมการผลิตขั้นสูง,,,,,True,"[('department_id.code', 'in', ['32'])]"
po_rule_32020,PO ศูนย์วิจัยร่วมภาครัฐและเอกชน,,,,,True,"[('department_id.code', 'in', ['32020'])]"
po_rule_32030,PO ส่วนสนับสนุนวิชาการ,,,,,True,"[('department_id.code', 'in', ['32030'])]"
po_rule_32040,PO ภาควิชาเทคโนโลยีระบบการผลิต,,,,,True,"[('department_id.code', 'in', ['32040'])]"
po_rule_33,PO สำนักงานสภาสถาบัน,,,,,True,"[('department_id.code', 'in', ['33'])]"
po_rule_33030,PO งานบริหารงานทั่วไป,,,,,True,"[('department_id.code', 'in', ['33030'])]"
po_rule_33040,PO งานประชุม สรรหาและแต่งตั้ง,,,,,True,"[('department_id.code', 'in', ['33040'])]"
po_rule_33050,PO งานวิเคราะห์ ติดตามนโยบายและประเมินผล,,,,,True,"[('department_id.code', 'in', ['33050'])]"
po_rule_33060,PO งานตรวจสอบ,,,,,True,"[('department_id.code', 'in', ['33060'])]"
po_rule_34,PO วิทยาลัยนานาชาติ,,,,,True,"[('department_id.code', 'in', ['34'])]"
po_rule_36,PO คณะบริหารธุรกิจ,,,,,True,"[('department_id.code', 'in', ['36'])]"
po_rule_36010,PO ส่วนสนับสนุนวิชาการ,,,,,True,"[('department_id.code', 'in', ['36010'])]"
po_rule_36060,PO ศูนย์บริการวิชาการด้านการบริหารธุรกิจและการจัดการ,,,,,True,"[('department_id.code', 'in', ['36060'])]"
po_rule_36090,PO สาขาวิชาบริหารธุรกิจและเศรษฐศาสตร์,,,,,True,"[('department_id.code', 'in', ['36090'])]"
po_rule_37,PO สำนักวิชาศึกษาทั่วไป,,,,,True,"[('department_id.code', 'in', ['37'])]"
po_rule_38,PO คณะแพทยศาสตร์,,,,,True,"[('department_id.code', 'in', ['38'])]"
po_rule_38010,PO ส่วนสนับสนุนวิชาการ,,,,,True,"[('department_id.code', 'in', ['38010'])]"
