id,name,assign_on_pr,filter_domain_pr,assign_on_pa,filter_domain_pa,assign_on_po,filter_domain_po
po_rule_38020,PO สาขาวิชาแพทยศาสตร์,,,,,True,"[('department_id.code', 'in', ['38020'])]"
po_rule_38030,PO ศูนย์บริการทางการแพทย์,,,,,True,"[('department_id.code', 'in', ['38030'])]"
po_rule_38040,PO ศูนย์วิจัยและนวัตกรรมแพทย์ สจล.โรงพยาบาลสิรินธร,,,,,True,"[('department_id.code', 'in', ['38040'])]"
po_rule_39,PO วิทยาลัยการจัดการนวัตกรรมและอุตสาหกรรม,,,,,True,"[('department_id.code', 'in', ['39'])]"
po_rule_39010,PO สำนักงานวิทยาลัยวิจัยนวัตกรรมทางการศึกษา,,,,,True,"[('department_id.code', 'in', ['39010'])]"
po_rule_39020,PO ภาควิชาการศึกษาขั้นพื้นฐาน,,,,,True,"[('department_id.code', 'in', ['39020'])]"
po_rule_39030,PO ภาควิชาวิจัยและพัฒนานวัตกรรม,,,,,True,"[('department_id.code', 'in', ['39030'])]"
po_rule_39050,PO ศูนย์วิจัยนวัตกรรมทางการศึกษา,,,,,True,"[('department_id.code', 'in', ['39050'])]"
po_rule_40,PO วิทยาลัยอุตสาหกรรมการบินนานาชาติ,,,,,True,"[('department_id.code', 'in', ['40'])]"
po_rule_40010,PO ส่วนสนับสนุนวิชาการ,,,,,True,"[('department_id.code', 'in', ['40010'])]"
po_rule_40020,PO ภาควิชาวิศวกรรมการบิน,,,,,True,"[('department_id.code', 'in', ['40020'])]"
po_rule_40030,PO ภาควิชานวัตกรรมการจัดการอุตสาหกรรมการบินและการบริการ,,,,,True,"[('department_id.code', 'in', ['40030'])]"
po_rule_40040,PO ศูนย์นวัตกรรมการบินและบริการ,,,,,True,"[('department_id.code', 'in', ['40040'])]"
po_rule_41,PO คณะศิลปศาสตร์,,,,,True,"[('department_id.code', 'in', ['41'])]"
po_rule_41010,PO ส่วนสนับสนุนวิชาการ,,,,,True,"[('department_id.code', 'in', ['41010'])]"
po_rule_41020,PO ภาควิชาภาษา,,,,,True,"[('department_id.code', 'in', ['41020'])]"
po_rule_41030,PO ภาควิชามนุษยศาสตร์และสังคมศาสตร์,,,,,True,"[('department_id.code', 'in', ['41030'])]"
po_rule_41040,PO ศูนย์ภาษาพระจอมเกล้าลาดกระบัง,,,,,True,"[('department_id.code', 'in', ['41040'])]"
po_rule_42,PO วิทยาลัยวิศวกรรมสังคีต,,,,,True,"[('department_id.code', 'in', ['42'])]"
po_rule_42010,PO ส่วนสนับสนุนวิชาการ,,,,,True,"[('department_id.code', 'in', ['42010'])]"
po_rule_42020,PO สาขาวิชาวิศวกรรมดนตรีและสื่อประสม,,,,,True,"[('department_id.code', 'in', ['42020'])]"
po_rule_42030,PO สาขาวิชาวิศวกรรมเสียงและการออกแบบ,,,,,True,"[('department_id.code', 'in', ['42030'])]"
po_rule_42040,PO ศูนย์วิจัยและพัฒนานวัตกรรม,,,,,True,"[('department_id.code', 'in', ['42040'])]"
po_rule_43,PO สำนักวิจัยนวัตกรรมเมืองอัจฉริยะ,,,,,True,"[('department_id.code', 'in', ['43'])]"
po_rule_44,PO โรงพยาบาลพระจอมเกล้าเจ้าคุณทหาร,,,,,True,"[('department_id.code', 'in', ['44'])]"
po_rule_44010,PO ส่วนบริหารงานทั่วไป,,,,,True,"[('department_id.code', 'in', ['44010'])]"
po_rule_44020,PO ฝ่ายบริการทางการแพทย์,,,,,True,"[('department_id.code', 'in', ['44020'])]"
po_rule_45,PO คณะทันตแพทยศาสตร์,,,,,True,"[('department_id.code', 'in', ['45'])]"
po_rule_45010,PO ส่วนสนับสนุนวิชาการ,,,,,True,"[('department_id.code', 'in', ['45010'])]"
po_rule_45020,PO สาขาวิชาทันตแพทยศาสตร์,,,,,True,"[('department_id.code', 'in', ['45020'])]"
po_rule_45030,PO ศูนย์วิจัยและนวัตกรรมทางทันตแพทย์,,,,,True,"[('department_id.code', 'in', ['45030'])]"
po_rule_45040,PO ศูนย์บริการทางทันตกรรม,,,,,True,"[('department_id.code', 'in', ['45040'])]"
po_rule_46,PO 42 บางกอก,,,,,True,"[('department_id.code', 'in', ['46'])]"
po_rule_47,PO คณะพยาบาลศาสตร์,,,,,True,"[('department_id.code', 'in', ['47'])]"
po_rule_47010,PO ส่วนสนับสนุนวิชาการ,,,,,True,"[('department_id.code', 'in', ['47010'])]"
po_rule_47020,PO สาขาวิชาพยาบาลศาสตร์,,,,,True,"[('department_id.code', 'in', ['47020'])]"
po_rule_48,PO คณะเทคโนโลยีนวัตกรรมบูรณาการ,,,,,True,"[('department_id.code', 'in', ['48'])]"
po_rule_48010,PO ภาควิชาเทคโนโลยีระบบการผลิต,,,,,True,"[('department_id.code', 'in', ['48010'])]"
po_rule_48020,PO ภาควิชานาโนวิทยาและนาโนเทคโนโลยี,,,,,True,"[('department_id.code', 'in', ['48020'])]"
po_rule_48060,PO ส่วนสนับสนุนวิชาการ,,,,,True,"[('department_id.code', 'in', ['48060'])]"
po_rule_89,PO สำนักงานอธิการบดี,,,,,True,"[('department_id.code', 'in', ['89'])]"
po_rule_89310,PO สำนักงานบริหารวิชาการและคุณภาพการศึกษา,,,,,True,"[('department_id.code', 'in', ['89310'])]"
po_rule_89320,PO สำนักงานกิจการต่างประเทศ,,,,,True,"[('department_id.code', 'in', ['89320'])]"
po_rule_89330,PO สำนักงานกิจการนักศึกษาและศิษย์เก่าสัมพันธ์,,,,,True,"[('department_id.code', 'in', ['89330'])]"
po_rule_89340,PO สำนักงานบริหารยุทธศาสตร์,,,,,True,"[('department_id.code', 'in', ['89340'])]"
po_rule_89350,PO สำนักงานนิติการ,,,,,True,"[('department_id.code', 'in', ['89350'])]"
po_rule_89360,PO สำนักงานบริหารงานทั่วไปและกิจการพิเศษ,,,,,True,"[('department_id.code', 'in', ['89360'])]"
po_rule_89370,PO สำนักงานบริหารทรัพยากรบุคคล,,,,,True,"[('department_id.code', 'in', ['89370'])]"
po_rule_89380,PO สำนักงานคลัง,,,,,True,"[('department_id.code', 'in', ['89380'])]"
po_rule_89390,PO สำนักงานบริหารทรัพยากรกายภาพและสิ่งแวดล้อม,,,,,True,"[('department_id.code', 'in', ['89390'])]"
po_rule_89400,PO สำนักงานพัสดุ,,,,,True,"[('department_id.code', 'in', ['89400'])]"
po_rule_89410,PO สำนักงานบริหารทรัพย์สิน,,,,,True,"[('department_id.code', 'in', ['89410'])]"
po_rule_89420,PO โรงเรียนสาธิตนานาชาติ สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,,,,,True,"[('department_id.code', 'in', ['89420'])]"
po_rule_89430,PO สถาบันโคเซ็นแห่งสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,,,,,True,"[('department_id.code', 'in', ['89430'])]"
po_rule_89430-True,PO สาขาวิชาวิศวกรรมแมคคาทรอนิกส์,,,,,True,"[('department_id.code', 'in', ['89430-True'])]"
po_rule_89430-2,PO สาขาวิชาวิศวกรรมคอมพิวเตอร์,,,,,True,"[('department_id.code', 'in', ['89430-2'])]"
po_rule_89430-3,PO สาขาวิชาวิศกรรมไฟฟ้าและอิเล็กทรอนิกส์,,,,,True,"[('department_id.code', 'in', ['89430-3'])]"
po_rule_89430-4,PO สาขาวิชาวิศวกรรมนวัตกรรมชั้นสูง (ต่อเนื่อง),,,,,True,"[('department_id.code', 'in', ['89430-4'])]"
po_rule_89430-5,PO สาขาวิชาคณิตศาสตร์และวิทยาศาสตร์,,,,,True,"[('department_id.code', 'in', ['89430-5'])]"
po_rule_89430-6,PO สาขาวิชาศึกษาทั่วไป,,,,,True,"[('department_id.code', 'in', ['89430-6'])]"
po_rule_89430-7,PO ศูนย์บริการวิชาการ KOSEN-KMITL,,,,,True,"[('department_id.code', 'in', ['89430-7'])]"
po_rule_89430-8,PO ส่วนสนับสนุนวิชาการ,,,,,True,"[('department_id.code', 'in', ['89430-8'])]"
po_rule_89440,PO สำนักงานบริหารวารสารวิชาการ,,,,,True,"[('department_id.code', 'in', ['89440'])]"
po_rule_89450,PO สำนักงานสื่อสารองค์กร,,,,,True,"[('department_id.code', 'in', ['89450'])]"
po_rule_99,PO สำนักบริหารงานวิจัยและนวัตกรรมพระจอมเกล้าลาดกระบัง,,,,,True,"[('department_id.code', 'in', ['99'])]"
po_rule_99040,PO งานบริการวิชาการ,,,,,True,"[('department_id.code', 'in', ['99040'])]"
po_rule_99060,PO งานบริหารงานวิจัย,,,,,True,"[('department_id.code', 'in', ['99060'])]"
po_rule_99070,PO งานจัดการทรัพย์สินทางปัญญา,,,,,True,"[('department_id.code', 'in', ['99070'])]"
po_rule_99080,PO งานส่งเสริมและสนับสนุนนโยบายภาครัฐและเอกชนเชิงรุก,,,,,True,"[('department_id.code', 'in', ['99080'])]"
